Player,Tm_Abr,G_Tot,GS_Tot,Tgt_Tot,Rec_Tot,Ctch%_Tot,Yds_Tot,Y/R_Tot,TD_Tot,1D_Tot,Lng_Tot,Y/Tgt_Tot,R/G_Tot,Y/G_Tot,Fmb_Tot,Team,Pos,receiving/receiving-receptions_home_Avg,receiving/receiving-receptions_division_Avg,receiving/receiving-receptions_last_2_weeks_Avg,receiving/receiving-receptions_last_4_weeks_Avg,receiving/receiving-receptions_top_10_nfl_Avg,receiving/receiving-yards_home_Avg,receiving/receiving-yards_division_Avg,receiving/receiving-yards_last_2_weeks_Avg,receiving/receiving-yards_last_4_weeks_Avg,receiving/receiving-yards_top_10_nfl_Avg,receiving/receiving-yards-per-catch_home_Avg,receiving/receiving-yards-per-catch_division_Avg,receiving/receiving-yards-per-catch_last_2_weeks_Avg,receiving/receiving-yards-per-catch_last_4_weeks_Avg,receiving/receiving-yards-per-catch_top_10_nfl_Avg,receiving/receiving-touchdowns_home_Avg,receiving/receiving-touchdowns_division_Avg,receiving/receiving-touchdowns_last_2_weeks_Avg,receiving/receiving-touchdowns_last_4_weeks_Avg,receiving/receiving-touchdowns_top_10_nfl_Avg,receiving/receiving-longest-yards_home_Avg,receiving/receiving-longest-yards_division_Avg,receiving/receiving-longest-yards_last_2_weeks_Avg,receiving/receiving-longest-yards_last_4_weeks_Avg,receiving/receiving-longest-yards_top_10_nfl_Avg,receiving/receiving-targeted_home_Avg,receiving/receiving-targeted_division_Avg,receiving/receiving-targeted_last_2_weeks_Avg,receiving/receiving-targeted_last_4_weeks_Avg,receiving/receiving-targeted_top_10_nfl_Avg,receiving/receiving-catch-rate_home_Avg,receiving/receiving-catch-rate_division_Avg,receiving/receiving-catch-rate_last_2_weeks_Avg,receiving/receiving-catch-rate_last_4_weeks_Avg,receiving/receiving-catch-rate_top_10_nfl_Avg,receiving/receiving-2pt-conversions-succeeded_home_Avg,receiving/receiving-2pt-conversions-succeeded_division_Avg,receiving/receiving-2pt-conversions-succeeded_last_2_weeks_Avg,receiving/receiving-2pt-conversions-succeeded_last_4_weeks_Avg,receiving/receiving-2pt-conversions-succeeded_top_10_nfl_Avg
Rashod Bateman,BAL,12.0,4.0,68.0,46.0,67.6,515.0,11.2,1.0,29.0,36.0,7.6,3.8,42.9,0.0,Baltimore Ravens,WR,3.71,3.33,0.0,0.0,3.75,39.57,43.67,0.0,0.0,42.25,10.7,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,36.0,0.0,0.0,35.0,5.71,0.0,0.0,0.0,5.75,0.0,71.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braxton Berrios,NYJ,16.0,1.0,65.0,46.0,70.8,431.0,9.4,2.0,21.0,46.0,6.6,2.9,26.9,1.0,New York Jets,WR,3.67,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,5.22,0.0,0.0,0.0,0.0,70.2,0.0,0.0,0.0,77.8,0.0,0.0,0.0,0.0,0.0
Marquez Callaway,NOR,17.0,11.0,84.0,46.0,54.8,698.0,15.2,6.0,32.0,58.0,8.3,2.7,41.1,0.0,0,0,0.0,3.33,0.0,0.0,0.0,44.14,45.33,0.0,0.0,37.43,14.7,13.6,0.0,0.0,14.6,0.0,0.0,0.0,0.0,0.0,58.0,40.0,0.0,0.0,40.0,5.14,5.83,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evan Engram,NYG,15.0,12.0,73.0,46.0,63.0,408.0,8.9,3.0,21.0,30.0,5.6,3.1,27.2,1.0,New York Giants,TE,3.14,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cedrick Wilson,DAL,16.0,4.0,61.0,45.0,73.8,602.0,13.4,6.0,27.0,73.0,9.9,2.8,37.6,3.0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,40.67,11.9,16.6,0.0,0.0,0.0,0.33,0.5,0.0,0.0,0.0,51.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,75.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0
Robert Woods,LAR,9.0,9.0,69.0,45.0,65.2,556.0,12.4,4.0,34.0,28.0,8.1,5.0,61.8,0.0,Los Angeles Rams,WR,4.6,8.0,0.0,0.0,7.33,55.2,99.0,0.0,0.0,93.67,12.0,12.4,0.0,0.0,12.8,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,10.0,0.0,0.0,10.0,71.9,80.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
Odell Beckham,2TM,14.0,13.0,82.0,44.0,53.7,537.0,12.2,5.0,27.0,54.0,6.5,3.1,38.4,0.0,Los Angeles Rams,WR,3.3,3.57,2.0,5.67,3.86,45.7,41.86,52.0,78.0,51.14,13.8,11.7,26.0,13.8,13.3,0.3,0.29,1.0,0.33,0.29,0.0,40.0,35.0,35.0,54.0,5.5,4.86,3.0,7.33,6.14,0.0,73.5,66.7,77.3,0.0,0.0,0.0,0.0,0.0,0.0
Mike Davis,ATL,17.0,8.0,58.0,44.0,75.9,259.0,5.9,1.0,12.0,20.0,4.5,2.6,15.2,4.0,0,0,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.8,89.3,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0
Chase Edmonds,ARI,12.0,11.0,53.0,43.0,81.1,311.0,7.2,0.0,11.0,36.0,5.9,3.6,25.9,1.0,Arizona Cardinals,RB,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,5.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,79.2,0.0,0.0,0.0,0.0,0.0
Jd Mckissic,WAS,11.0,3.0,53.0,43.0,81.1,397.0,9.2,2.0,15.0,56.0,7.5,3.9,36.1,0.0,Washington Commanders,RB,3.83,5.0,0.0,0.0,4.6,0.0,83.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,5.4,76.7,0.0,0.0,0.0,85.2,0.0,0.0,0.0,0.0,0.0
Elijah Moore,NYJ,11.0,6.0,77.0,43.0,55.8,538.0,12.5,5.0,24.0,62.0,7.0,3.9,48.9,0.0,New York Jets,WR,5.4,4.0,0.0,0.0,4.5,75.2,61.25,0.0,0.0,55.5,13.9,15.3,0.0,0.0,12.3,0.6,0.5,0.0,0.0,0.5,62.0,62.0,0.0,0.0,0.0,8.6,7.75,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quez Watkins,PHI,17.0,12.0,62.0,43.0,69.4,647.0,15.0,1.0,25.0,91.0,10.4,2.5,38.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,43.0,37.5,0.0,0.0,59.83,17.2,14.1,0.0,0.0,21.1,0.0,0.0,0.0,0.0,0.0,91.0,41.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.17
Javonte Williams,DEN,17.0,1.0,53.0,43.0,81.1,316.0,7.3,3.0,12.0,42.0,6.0,2.5,18.6,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,42.0,42.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,79.3,81.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0
Antonio Brown,TAM,7.0,3.0,62.0,42.0,67.7,545.0,13.0,4.0,29.0,62.0,8.8,6.0,77.9,0.0,Tampa Bay Buccaneers,WR,4.33,5.5,0.0,0.0,5.0,87.33,59.0,0.0,0.0,121.0,20.2,0.0,0.0,0.0,24.2,1.0,0.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,47.0,6.0,9.0,0.0,0.0,7.0,72.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Gibson,WAS,16.0,14.0,52.0,42.0,80.8,294.0,7.0,3.0,12.0,73.0,5.7,2.6,18.4,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,87.0,72.2,0.0,0.0,81.8,0.0,0.0,0.0,0.0,0.0
Deandre Hopkins,ARI,10.0,10.0,64.0,42.0,65.6,572.0,13.6,8.0,32.0,55.0,8.9,4.2,57.2,0.0,Arizona Cardinals,WR,4.8,5.0,0.0,0.0,4.6,62.8,69.33,0.0,0.0,71.4,13.1,13.9,0.0,0.0,15.5,0.6,0.33,0.0,0.0,0.6,55.0,0.0,0.0,0.0,55.0,7.4,9.67,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Mixon,CIN,16.0,16.0,48.0,42.0,87.5,314.0,7.5,3.0,11.0,52.0,6.5,2.6,19.6,2.0,Cincinnati Bengals,HB,3.4,3.2,5.0,4.67,4.0,0.0,0.0,1.0,26.33,0.0,0.0,0.0,0.2,5.6,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,4.0,21.0,0.0,0.0,0.0,6.0,5.33,0.0,89.5,100.0,83.3,87.5,88.9,0.0,0.0,0.0,0.0,0.0
David Montgomery,CHI,13.0,13.0,51.0,42.0,82.4,301.0,7.2,0.0,18.0,16.0,5.9,3.2,23.2,1.0,Chicago Bears,RB,3.17,3.2,0.0,0.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,86.4,84.2,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0
Byron Pringle,KAN,17.0,5.0,60.0,42.0,70.0,568.0,13.5,5.0,32.0,40.0,9.5,2.5,33.4,2.0,0,0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,6.4,0.0,0.5,0.0,0.0,0.5,0.29,0.0,0.0,0.0,12.0,37.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
Emmanuel Sanders,BUF,14.0,13.0,72.0,42.0,58.3,626.0,14.9,4.0,31.0,41.0,8.7,3.0,44.7,0.0,0,0,0.0,0.0,0.0,1.0,0.0,43.43,0.0,0.0,16.0,46.5,13.8,13.9,0.0,0.0,18.6,0.43,0.0,0.0,0.0,0.5,41.0,35.0,0.0,16.0,35.0,5.43,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saquon Barkley,NYG,13.0,13.0,57.0,41.0,71.9,263.0,6.4,2.0,13.0,54.0,4.6,3.2,20.2,2.0,New York Giants,RB,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Bolden,NWE,17.0,1.0,49.0,41.0,83.7,405.0,9.9,2.0,21.0,28.0,8.3,2.4,23.8,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.8,71.4,0.0,0.0,78.3,0.0,0.0,0.0,0.0,0.0
Adam Humphries,WAS,17.0,11.0,62.0,41.0,66.1,383.0,9.3,0.0,23.0,27.0,6.2,2.4,22.5,0.0,0,0,0.0,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.17,0.0,0.0,0.0,75.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devontae Booker,NYG,16.0,4.0,45.0,40.0,88.9,268.0,6.7,1.0,11.0,41.0,6.0,2.5,16.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,93.8,92.9,0.0,0.0,88.2,0.0,0.0,0.0,0.0,0.0
Nyheim Hines,IND,17.0,4.0,57.0,40.0,70.2,310.0,7.8,1.0,15.0,36.0,5.4,2.4,18.2,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,70.3,70.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allen Lazard,GNB,15.0,13.0,60.0,40.0,66.7,513.0,12.8,8.0,28.0,42.0,8.6,2.7,34.2,0.0,0,0,0.0,4.0,0.0,1.0,0.0,0.0,49.8,0.0,6.0,0.0,12.4,12.5,0.0,0.0,11.6,0.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,42.0,0.0,4.8,0.0,1.0,0.0,0.0,83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devante Parker,MIA,10.0,8.0,73.0,40.0,54.8,515.0,12.9,2.0,29.0,42.0,7.1,4.0,51.5,0.0,Miami Dolphins,WR,4.0,4.6,0.0,0.0,5.67,52.2,57.6,0.0,0.0,57.67,13.1,12.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,42.0,37.0,0.0,0.0,0.0,7.0,7.8,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devin Singletary,BUF,17.0,16.0,50.0,40.0,80.0,228.0,5.7,1.0,11.0,19.0,4.6,2.4,13.4,5.0,0,0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,5.0,0.0,71.4,82.4,0.0,80.0,84.2,0.0,0.0,0.0,0.0,0.0
Jonathan Taylor,IND,17.0,17.0,51.0,40.0,78.4,360.0,9.0,2.0,12.0,76.0,7.1,2.4,21.2,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,77.4,73.7,0.0,0.0,87.5,0.0,0.0,0.0,0.0,0.0
Ray-Ray Mccloud,PIT,16.0,5.0,66.0,39.0,59.1,277.0,7.1,0.0,18.0,24.0,4.2,2.4,17.3,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tony Pollard,DAL,15.0,0.0,46.0,39.0,84.8,337.0,8.6,0.0,15.0,32.0,7.3,2.6,22.5,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.1,90.9,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Kadarius Toney,NYG,10.0,4.0,57.0,39.0,68.4,420.0,10.8,0.0,21.0,38.0,7.4,3.9,42.0,0.0,0,0,0.0,4.67,0.0,0.0,6.0,0.0,72.33,0.0,0.0,72.75,0.0,15.5,0.0,0.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,38.0,0.0,7.33,0.0,0.0,8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ameer Abdullah,2TM,17.0,1.0,53.0,38.0,71.7,289.0,7.6,1.0,13.0,23.0,5.5,2.2,17.0,0.0,0,0,0.0,3.5,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.3,0.0,0.0,0.0,0.0,0.0
Austin Hooper,CLE,16.0,16.0,61.0,38.0,62.3,345.0,9.1,3.0,18.0,34.0,5.7,2.4,21.6,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.7,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0
Jerry Jeudy,DEN,10.0,5.0,56.0,38.0,67.9,467.0,12.3,0.0,22.0,40.0,8.3,3.8,46.7,1.0,Denver Broncos,WR,3.17,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,44.0,0.0,17.5,0.0,0.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,36.0,5.17,0.0,0.0,0.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zach Pascal,IND,16.0,13.0,69.0,38.0,55.1,384.0,10.1,3.0,16.0,41.0,5.6,2.4,24.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allen Robinson,CHI,12.0,11.0,66.0,38.0,57.6,410.0,10.8,1.0,22.0,39.0,6.2,3.2,34.2,0.0,Chicago Bears,WR,3.2,0.0,0.0,0.0,0.0,39.2,38.0,0.0,0.0,0.0,12.3,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
Nick Westbrook-Ikhine,TEN,16.0,7.0,57.0,38.0,66.7,476.0,12.5,4.0,23.0,46.0,8.4,2.4,29.8,1.0,0,0,0.0,4.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,13.1,14.3,0.0,0.0,12.1,0.0,0.6,0.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,77.8,87.0,0.0,0.0,77.8,0.0,0.0,0.0,0.0,0.0
Nelson Agholor,NWE,15.0,13.0,64.0,37.0,57.8,473.0,12.8,3.0,23.0,44.0,7.4,2.5,31.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,37.57,0.0,0.0,0.0,0.0,14.6,15.4,0.0,0.0,15.0,0.29,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Conner,ARI,15.0,6.0,39.0,37.0,94.9,375.0,10.1,3.0,18.0,45.0,9.6,2.5,25.0,2.0,0,0,0.0,4.14,0.0,0.0,0.0,0.0,39.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.22,0.0,45.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,95.0,93.5,0.0,0.0,93.5,0.0,0.0,0.0,0.0,0.0
Kenny Golladay,NYG,14.0,14.0,76.0,37.0,48.7,521.0,14.1,0.0,27.0,36.0,6.9,2.6,37.2,0.0,New York Giants,WR,3.17,0.0,0.0,0.0,0.0,46.83,0.0,0.0,0.0,0.0,14.8,12.3,0.0,0.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,36.0,5.67,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Mccaffrey,CAR,7.0,7.0,41.0,37.0,90.2,343.0,9.3,1.0,21.0,32.0,8.4,5.3,49.0,1.0,Carolina Panthers,RB,6.25,5.0,0.0,0.0,0.0,67.0,65.0,0.0,0.0,0.0,10.7,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,89.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Carter,NYJ,14.0,11.0,55.0,36.0,65.5,325.0,9.0,0.0,16.0,23.0,5.9,2.6,23.2,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deonte Harris,NOR,13.0,1.0,59.0,36.0,61.0,570.0,15.8,3.0,23.0,72.0,9.7,2.8,43.8,2.0,New Orleans Saints,WR,3.5,0.0,0.0,0.0,0.0,44.5,0.0,0.0,0.0,59.2,12.7,0.0,0.0,0.0,22.8,0.0,0.0,0.0,0.0,0.4,70.0,0.0,0.0,0.0,70.0,6.33,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Johnson,TAM,17.0,3.0,55.0,36.0,65.5,360.0,10.0,0.0,14.0,31.0,6.5,2.1,21.2,0.0,0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
David Njoku,CLE,16.0,11.0,53.0,36.0,67.9,475.0,13.2,4.0,17.0,71.0,9.0,2.3,29.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.6,0.0,0.0,0.25,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,71.4,76.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sterling Shepard,NYG,7.0,6.0,53.0,36.0,67.9,366.0,10.2,1.0,19.0,37.0,6.9,5.1,52.3,0.0,New York Giants,WR,5.25,5.5,0.0,0.0,5.33,55.0,54.5,0.0,0.0,38.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Arnold,2TM,11.0,4.0,52.0,35.0,67.3,408.0,11.7,0.0,20.0,28.0,7.8,3.2,37.1,1.0,0,0,0.0,4.67,0.0,0.0,4.0,0.0,62.0,0.0,0.0,44.2,12.1,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0
Gabriel Davis,BUF,16.0,4.0,63.0,35.0,55.6,549.0,15.7,6.0,29.0,49.0,8.7,2.2,34.3,0.0,0,0,0.0,0.0,0.0,8.0,4.0,0.0,40.67,0.0,201.0,71.25,14.8,17.4,0.0,25.1,17.8,0.6,0.5,0.0,4.0,1.25,0.0,49.0,0.0,75.0,75.0,0.0,4.83,0.0,10.0,5.25,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Gallup,DAL,9.0,8.0,62.0,35.0,56.5,445.0,12.7,2.0,23.0,41.0,7.2,3.9,49.4,0.0,Dallas Cowboys,WR,3.25,3.33,0.0,0.0,4.5,59.25,48.33,0.0,0.0,40.0,18.2,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,40.0,0.0,0.0,0.0,5.5,6.33,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dalvin Cook,MIN,13.0,13.0,49.0,34.0,69.4,224.0,6.6,0.0,9.0,24.0,4.6,2.6,17.2,3.0,0,0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.8,0.0,0.0,78.3,0.0,0.0,0.0,0.0,0.0
Corey Davis,NYJ,9.0,9.0,59.0,34.0,57.6,492.0,14.5,4.0,23.0,53.0,8.3,3.8,54.7,2.0,New York Jets,WR,3.2,3.5,0.0,0.0,4.5,52.4,45.75,0.0,0.0,102.0,16.4,13.1,0.0,0.0,22.7,0.0,0.25,0.0,0.0,0.5,53.0,0.0,0.0,0.0,53.0,5.8,6.25,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aj Dillon,GNB,17.0,2.0,37.0,34.0,91.9,313.0,9.2,2.0,15.0,50.0,8.5,2.0,18.4,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,88.2,90.9,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Bryan Edwards,LVR,16.0,12.0,59.0,34.0,57.6,571.0,16.8,3.0,26.0,51.0,9.7,2.1,35.7,1.0,0,0,0.0,0.0,0.0,0.0,0.0,52.0,49.2,0.0,0.0,0.0,18.9,20.5,0.0,0.0,18.3,0.25,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
