Player,Tm_Abr,G_Tot,GS_Tot,Tgt_Tot,Rec_Tot,Ctch%_Tot,Yds_Tot,Y/R_Tot,TD_Tot,1D_Tot,Lng_Tot,Y/Tgt_Tot,R/G_Tot,Y/G_Tot,Fmb_Tot,Team,Pos,receiving/receiving-receptions_home_Avg,receiving/receiving-receptions_division_Avg,receiving/receiving-receptions_last_2_weeks_Avg,receiving/receiving-receptions_last_4_weeks_Avg,receiving/receiving-receptions_top_10_nfl_Avg,receiving/receiving-yards_home_Avg,receiving/receiving-yards_division_Avg,receiving/receiving-yards_last_2_weeks_Avg,receiving/receiving-yards_last_4_weeks_Avg,receiving/receiving-yards_top_10_nfl_Avg,receiving/receiving-yards-per-catch_home_Avg,receiving/receiving-yards-per-catch_division_Avg,receiving/receiving-yards-per-catch_last_2_weeks_Avg,receiving/receiving-yards-per-catch_last_4_weeks_Avg,receiving/receiving-yards-per-catch_top_10_nfl_Avg,receiving/receiving-touchdowns_home_Avg,receiving/receiving-touchdowns_division_Avg,receiving/receiving-touchdowns_last_2_weeks_Avg,receiving/receiving-touchdowns_last_4_weeks_Avg,receiving/receiving-touchdowns_top_10_nfl_Avg,receiving/receiving-longest-yards_home_Avg,receiving/receiving-longest-yards_division_Avg,receiving/receiving-longest-yards_last_2_weeks_Avg,receiving/receiving-longest-yards_last_4_weeks_Avg,receiving/receiving-longest-yards_top_10_nfl_Avg,receiving/receiving-targeted_home_Avg,receiving/receiving-targeted_division_Avg,receiving/receiving-targeted_last_2_weeks_Avg,receiving/receiving-targeted_last_4_weeks_Avg,receiving/receiving-targeted_top_10_nfl_Avg,receiving/receiving-catch-rate_home_Avg,receiving/receiving-catch-rate_division_Avg,receiving/receiving-catch-rate_last_2_weeks_Avg,receiving/receiving-catch-rate_last_4_weeks_Avg,receiving/receiving-catch-rate_top_10_nfl_Avg,receiving/receiving-2pt-conversions-succeeded_home_Avg,receiving/receiving-2pt-conversions-succeeded_division_Avg,receiving/receiving-2pt-conversions-succeeded_last_2_weeks_Avg,receiving/receiving-2pt-conversions-succeeded_last_4_weeks_Avg,receiving/receiving-2pt-conversions-succeeded_top_10_nfl_Avg
Tyree Jackson,PHI,9.0,3.0,7.0,3.0,42.9,22.0,7.3,1.0,2.0,13.0,3.1,0.3,2.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andy Janovich,CLE,13.0,3.0,4.0,3.0,75.0,9.0,3.0,0.0,1.0,3.0,2.3,0.2,0.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Kirkwood,CAR,3.0,0.0,7.0,3.0,42.9,17.0,5.7,0.0,1.0,7.0,2.4,1.0,5.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Laird,MIA,6.0,0.0,3.0,3.0,100.0,17.0,5.7,0.0,2.0,10.0,5.7,0.5,2.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dj Montgomery,NYJ,3.0,0.0,6.0,3.0,50.0,36.0,12.0,0.0,2.0,14.0,6.0,1.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Moore,LAC,2.0,1.0,4.0,3.0,75.0,56.0,18.7,0.0,3.0,24.0,14.0,1.5,28.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Myarick,NYG,8.0,3.0,6.0,3.0,50.0,17.0,5.7,1.0,2.0,10.0,2.8,0.4,2.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabe Nabers,LAC,10.0,1.0,3.0,3.0,100.0,17.0,5.7,0.0,0.0,8.0,5.7,0.3,1.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Prentice,NOR,7.0,3.0,3.0,3.0,100.0,16.0,5.3,0.0,1.0,10.0,5.3,0.4,2.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaylen Samuels,HOU,3.0,0.0,4.0,3.0,75.0,14.0,4.7,0.0,1.0,6.0,3.5,1.0,4.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Trey Sermon,SFO,9.0,2.0,4.0,3.0,75.0,26.0,8.7,0.0,1.0,23.0,6.5,0.3,2.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaden Smith,NYG,9.0,4.0,3.0,3.0,100.0,33.0,11.0,0.0,1.0,21.0,11.0,0.3,3.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremy Sprinkle,DAL,17.0,4.0,3.0,3.0,100.0,31.0,10.3,0.0,2.0,11.0,10.3,0.2,1.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Auden Tate,CIN,7.0,0.0,4.0,3.0,75.0,39.0,13.0,1.0,3.0,18.0,9.8,0.4,5.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Ward,ARI,13.0,0.0,4.0,3.0,75.0,34.0,11.3,0.0,1.0,23.0,8.5,0.2,2.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derek Watt,PIT,17.0,4.0,3.0,3.0,100.0,15.0,5.0,0.0,0.0,9.0,5.0,0.2,0.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trevon Wesco,NYJ,12.0,7.0,5.0,3.0,60.0,35.0,11.7,0.0,2.0,19.0,7.0,0.3,2.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell Wilcox,CIN,15.0,1.0,5.0,3.0,60.0,16.0,5.3,0.0,0.0,8.0,3.2,0.2,1.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane Zylstra,DET,4.0,0.0,7.0,3.0,42.9,34.0,11.3,0.0,2.0,16.0,4.9,0.8,8.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jj Arcega-Whiteside,PHI,16.0,2.0,5.0,2.0,40.0,36.0,18.0,0.0,2.0,23.0,7.2,0.1,2.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalen Ballage,PIT,17.0,0.0,7.0,2.0,28.6,8.0,4.0,0.0,0.0,6.0,1.1,0.1,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameron Batson,TEN,4.0,0.0,5.0,2.0,40.0,15.0,7.5,1.0,2.0,13.0,3.0,0.5,3.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khari Blasingame,TEN,11.0,3.0,2.0,2.0,100.0,4.0,2.0,0.0,0.0,5.0,2.0,0.2,0.4,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reggie Bonnafon,CAR,4.0,0.0,2.0,2.0,100.0,12.0,6.0,0.0,1.0,6.0,6.0,0.5,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Boone,DEN,8.0,0.0,2.0,2.0,100.0,22.0,11.0,0.0,1.0,19.0,11.0,0.3,2.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Brown,NYJ,12.0,0.0,2.0,2.0,100.0,29.0,14.5,0.0,1.0,24.0,14.5,0.2,2.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derek Carrier,LVR,5.0,1.0,2.0,2.0,100.0,13.0,6.5,0.0,0.0,9.0,6.5,0.4,2.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cethan Carter,MIA,16.0,1.0,2.0,2.0,100.0,16.0,8.0,0.0,0.0,8.0,8.0,0.1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominique Dafney,GNB,10.0,2.0,4.0,2.0,50.0,34.0,17.0,0.0,2.0,26.0,8.5,0.2,3.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor Decker,DET,9.0,9.0,2.0,2.0,100.0,4.0,2.0,1.0,1.0,6.0,2.0,0.2,0.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darrynton Evans,TEN,1.0,0.0,2.0,2.0,100.0,11.0,5.5,0.0,1.0,6.0,5.5,2.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesper Horsted,CHI,7.0,0.0,3.0,2.0,66.7,21.0,10.5,2.0,2.0,19.0,7.0,0.3,3.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Howard,PHI,7.0,0.0,5.0,2.0,40.0,19.0,9.5,0.0,2.0,10.0,3.8,0.3,2.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trenton Irwin,CIN,7.0,0.0,5.0,2.0,40.0,34.0,17.0,0.0,1.0,25.0,6.8,0.3,4.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyron Johnson,2TM,10.0,0.0,5.0,2.0,40.0,16.0,8.0,0.0,1.0,10.0,3.2,0.2,1.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Kemp,KAN,16.0,0.0,5.0,2.0,40.0,24.0,12.0,0.0,1.0,16.0,4.8,0.1,1.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Kumerow,BUF,15.0,2.0,6.0,2.0,33.3,28.0,14.0,0.0,2.0,15.0,4.7,0.1,1.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marlon Mack,IND,6.0,0.0,5.0,2.0,40.0,8.0,4.0,0.0,0.0,7.0,1.6,0.3,1.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Racey Mcmath,TEN,9.0,0.0,6.0,2.0,33.3,8.0,4.0,0.0,0.0,9.0,1.3,0.2,0.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaydon Mickens,2TM,11.0,0.0,3.0,2.0,66.7,10.0,5.0,0.0,1.0,12.0,3.3,0.2,0.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanley Morgan,CIN,17.0,1.0,4.0,2.0,50.0,11.0,5.5,0.0,0.0,8.0,2.8,0.1,0.6,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dazz Newsome,CHI,3.0,1.0,5.0,2.0,40.0,23.0,11.5,0.0,1.0,13.0,4.6,0.7,7.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gunner Olszewski,NWE,16.0,0.0,3.0,2.0,66.7,31.0,15.5,0.0,2.0,22.0,10.3,0.1,1.9,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dezmon Patmon,IND,8.0,0.0,4.0,2.0,50.0,21.0,10.5,1.0,1.0,14.0,5.3,0.3,2.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scottie Phillips,HOU,3.0,0.0,3.0,2.0,66.7,9.0,4.5,0.0,0.0,8.0,3.0,0.7,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Rader,PIT,6.0,1.0,3.0,2.0,66.7,8.0,4.0,0.0,0.0,7.0,2.7,0.3,1.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trey Ragas,LVR,1.0,0.0,2.0,2.0,100.0,6.0,3.0,0.0,0.0,4.0,3.0,2.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Rodgers,PHI,3.0,0.0,2.0,2.0,100.0,11.0,5.5,0.0,0.0,9.0,5.5,0.7,3.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cj Saunders,CAR,2.0,0.0,2.0,2.0,100.0,11.0,5.5,0.0,1.0,8.0,5.5,1.0,5.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Sills,NYG,4.0,1.0,6.0,2.0,33.3,17.0,8.5,0.0,1.0,12.0,2.8,0.5,4.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benny Snell,PIT,17.0,0.0,4.0,2.0,50.0,13.0,6.5,0.0,0.0,7.0,3.3,0.1,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnny Stanton,CLE,4.0,0.0,2.0,2.0,100.0,7.0,3.5,1.0,1.0,6.0,3.5,0.5,1.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Stocker,MIN,12.0,0.0,2.0,2.0,100.0,12.0,6.0,0.0,0.0,7.0,6.0,0.2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Strachan,IND,6.0,0.0,3.0,2.0,66.7,26.0,13.0,0.0,2.0,16.0,8.7,0.3,4.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malik Taylor,GNB,10.0,0.0,3.0,2.0,66.7,14.0,7.0,0.0,1.0,7.0,4.7,0.2,1.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Taylor,GNB,9.0,0.0,2.0,2.0,100.0,3.0,1.5,0.0,1.0,3.0,1.5,0.2,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trent Taylor,CIN,4.0,0.0,3.0,2.0,66.7,41.0,20.5,0.0,2.0,26.0,13.7,0.5,10.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.25
Tylan Wallace,BAL,17.0,1.0,6.0,2.0,33.3,23.0,11.5,0.0,1.0,18.0,3.8,0.1,1.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Walter,NYJ,4.0,0.0,3.0,2.0,66.7,9.0,4.5,0.0,1.0,11.0,3.0,0.5,2.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dwayne Washington,NOR,14.0,0.0,2.0,2.0,100.0,12.0,6.0,0.0,0.0,6.0,6.0,0.1,0.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrell Williams,DET,1.0,1.0,3.0,2.0,66.7,14.0,7.0,0.0,1.0,7.0,4.7,2.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethan Wolf,NOR,2.0,1.0,2.0,2.0,100.0,8.0,4.0,0.0,0.0,4.0,4.0,1.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenny Yeboah,NYJ,9.0,0.0,3.0,2.0,66.7,36.0,18.0,0.0,2.0,24.0,12.0,0.2,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Armah,2TM,11.0,2.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Bawden,NYJ,9.0,1.0,1.0,1.0,100.0,20.0,20.0,0.0,1.0,20.0,20.0,0.1,2.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Bellore,SEA,17.0,0.0,1.0,1.0,100.0,4.0,4.0,0.0,0.0,4.0,4.0,0.1,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarik Black,NYJ,1.0,0.0,2.0,1.0,50.0,10.0,10.0,0.0,1.0,10.0,5.0,1.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miles Boykin,BAL,8.0,0.0,1.0,1.0,100.0,6.0,6.0,0.0,0.0,6.0,6.0,0.1,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Boyle,BAL,5.0,3.0,2.0,1.0,50.0,2.0,2.0,0.0,0.0,2.0,1.0,0.2,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garrett Bradbury,MIN,13.0,13.0,1.0,1.0,100.0,21.0,21.0,0.0,1.0,21.0,21.0,0.1,1.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Brightwell,NYG,13.0,0.0,1.0,1.0,100.0,6.0,6.0,0.0,0.0,6.0,6.0,0.1,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keke Coutee,IND,2.0,0.0,1.0,1.0,100.0,5.0,5.0,0.0,0.0,5.0,5.0,0.5,2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darrell Daniels,ARI,15.0,4.0,4.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Darby,ATL,10.0,0.0,4.0,1.0,25.0,14.0,14.0,0.0,1.0,14.0,3.5,0.1,1.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davion Davis,HOU,2.0,1.0,3.0,1.0,33.3,17.0,17.0,0.0,1.0,17.0,5.7,0.5,8.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne Gallman,2TM,8.0,0.0,3.0,1.0,33.3,21.0,21.0,0.0,1.0,21.0,7.0,0.1,2.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marvin Hall,ATL,2.0,0.0,1.0,1.0,100.0,10.0,10.0,0.0,1.0,10.0,10.0,0.5,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor Heinicke,WAS,16.0,15.0,1.0,1.0,100.0,-2.0,-2.0,0.0,0.0,-2.0,-2.0,0.1,-0.1,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Helm,LVR,9.0,1.0,2.0,1.0,50.0,-1.0,-1.0,0.0,0.0,0.0,-0.5,0.1,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kylin Hill,GNB,8.0,0.0,2.0,1.0,50.0,5.0,5.0,0.0,0.0,5.0,2.5,0.1,0.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amani Hooker,TEN,12.0,12.0,1.0,1.0,100.0,6.0,6.0,0.0,1.0,6.0,6.0,0.1,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brycen Hopkins,LAR,5.0,0.0,1.0,1.0,100.0,9.0,9.0,0.0,1.0,9.0,9.0,0.2,1.8,0.0,0,0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,47.0,23.5,0.0,0.0,0.0,11.8,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
Andy Isabella,ARI,8.0,0.0,1.0,1.0,100.0,13.0,13.0,0.0,1.0,13.0,13.0,0.1,1.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Johnson,PHI,13.0,13.0,1.0,1.0,100.0,5.0,5.0,1.0,1.0,5.0,5.0,0.1,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Jones,NYG,11.0,11.0,1.0,1.0,100.0,16.0,16.0,0.0,1.0,16.0,16.0,0.1,1.5,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tommylee Lewis,MIA,2.0,0.0,2.0,1.0,50.0,7.0,7.0,0.0,1.0,7.0,3.5,0.5,3.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drew Lock,DEN,6.0,3.0,1.0,1.0,100.0,1.0,1.0,0.0,0.0,1.0,1.0,0.2,0.2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunter Long,MIA,7.0,2.0,3.0,1.0,33.3,8.0,8.0,0.0,0.0,8.0,2.7,0.1,1.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conor Mcdermott,NYJ,6.0,3.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Mcfarland,PIT,2.0,0.0,1.0,1.0,100.0,11.0,11.0,0.0,1.0,11.0,11.0,0.5,5.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirk Merritt,MIA,2.0,0.0,3.0,1.0,33.3,13.0,13.0,0.0,1.0,13.0,4.3,0.5,6.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnny Mundt,LAR,6.0,0.0,1.0,1.0,100.0,9.0,9.0,0.0,1.0,9.0,9.0,0.2,1.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Nall,CHI,9.0,0.0,1.0,1.0,100.0,4.0,4.0,0.0,0.0,4.0,4.0,0.1,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devine Ozigbo,2TM,3.0,0.0,1.0,1.0,100.0,7.0,7.0,0.0,1.0,7.0,7.0,0.3,2.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Pinter,IND,16.0,3.0,1.0,1.0,100.0,2.0,2.0,1.0,1.0,2.0,2.0,0.1,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
